Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1616977203.928158,1616977203.934468,86,6.309986114501953,0,11,8926,10,5,6521,1921,
1616977203.938519,1616977203.944105,87,5.585908889770508,0,11,8922,10,5,6517,1921,
1616977203.947012,1616977203.95361,88,6.597995758056641,0,11,8920,10,5,6515,1921,
1616977203.957022,1616977203.963766,89,6.744146347045898,0,11,8923,10,5,6518,1921,
1616977203.967177,1616977203.972705,90,5.527973175048828,0,11,8924,10,5,6519,1921,
1616977203.976841,1616977203.983607,91,6.766080856323242,0,11,8923,10,5,6518,1921,
1616977203.987329,1616977203.994413,92,7.083892822265625,0,11,8924,10,5,6519,1921,
1616977203.997748,1616977204.004249,93,6.501197814941406,0,11,8925,10,5,6520,1921,
1616977204.007185,1616977204.014354,94,7.169008255004883,0,11,8921,10,5,6516,1921,
1616977204.017854,1616977204.022947,95,5.093097686767578,0,11,8921,10,5,6516,1921,
1616977204.026131,1616977204.032765,96,6.633996963500977,0,11,8924,10,5,6519,1921,
1616977204.036368,1616977204.042126,97,5.758047103881836,0,11,8929,10,5,6524,1921,
1616977204.045577,1616977204.053405,98,7.827997207641602,0,11,8926,10,5,6521,1921,
1616977204.056578,1616977204.06293,99,6.35218620300293,0,11,8932,10,5,6527,1921,
1616977204.066779,1616977204.072432,100,5.653142929077148,0,11,8925,10,5,6520,1921,
1616977204.075638,1616977204.082635,101,6.996870040893555,0,11,8931,10,5,6526,1921,
1616977204.085369,1616977204.090996,102,5.626916885375977,0,11,8929,10,5,6524,1921,
1616977204.094031,1616977204.099103,103,5.071878433227539,0,11,8934,10,5,6529,1921,
1616977204.102842,1616977204.108627,104,5.7849884033203125,0,11,8928,10,5,6523,1921,
1616977204.111974,1616977204.117193,105,5.218982696533203,0,11,8924,10,5,6519,1921,
1616977204.120235,1616977204.126748,106,6.513118743896484,0,11,8933,10,5,6528,1921,
1616977204.129728,1616977204.13559,107,5.861997604370117,0,11,8935,10,5,6530,1921,
1616977204.139402,1616977204.147932,108,8.530139923095703,0,11,8930,10,5,6525,1921,
1616977204.151163,1616977204.156889,109,5.725860595703125,0,11,8924,10,5,6519,1921,
1616977204.159837,1616977204.165774,110,5.937099456787109,0,11,8923,10,5,6518,1921,
1616977204.168984,1616977204.175956,111,6.972074508666992,0,11,8926,10,5,6521,1921,
1616977204.179163,1616977204.185968,112,6.804943084716797,0,11,8933,10,5,6528,1921,
1616977204.189526,1616977204.196116,113,6.5898895263671875,0,11,8931,10,5,6526,1921,
1616977204.199694,1616977204.210023,114,10.329008102416992,0,11,8936,10,5,6531,1921,
1616977204.213273,1616977204.219319,115,6.046056747436523,0,11,8935,10,5,6530,1921,
1616977204.222693,1616977204.228465,116,5.772113800048828,0,11,8924,10,5,6519,1921,
1616977204.232075,1616977204.240074,117,7.998943328857422,0,11,8931,10,5,6526,1921,
1616977204.244036,1616977204.250154,118,6.118059158325195,0,11,8921,10,5,6516,1921,
1616977204.253929,1616977204.260518,119,6.589174270629883,0,11,8921,10,5,6516,1921,
1616977204.26369,1616977204.269864,120,6.1740875244140625,0,11,8923,10,5,6518,1921,
1616977204.273348,1616977204.27899,121,5.641937255859375,0,11,8927,10,5,6522,1921,
1616977204.282028,1616977204.286997,122,4.969120025634766,0,11,8924,10,5,6519,1921,
1616977204.290022,1616977204.295707,123,5.685091018676758,0,11,8924,10,5,6519,1921,
1616977204.298743,1616977204.304664,124,5.920886993408203,0,11,8934,10,5,6529,1921,
1616977204.307668,1616977204.313789,125,6.120920181274414,0,11,8924,10,5,6519,1921,
1616977204.317999,1616977204.325582,126,7.583141326904297,0,11,8926,10,5,6521,1921,
1616977204.328666,1616977204.335724,127,7.058143615722656,0,11,8930,10,5,6525,1921,
1616977204.33958,1616977204.346245,128,6.66499137878418,0,11,8929,10,5,6524,1921,
1616977204.349781,1616977204.355604,129,5.822896957397461,0,11,8933,10,5,6528,1921,
1616977204.35926,1616977204.366172,130,6.911993026733398,0,11,8930,10,5,6525,1921,
1616977204.369189,1616977204.375272,131,6.083011627197266,0,11,8923,10,5,6518,1921,
1616977204.378991,1616977204.385879,132,6.888151168823242,0,11,8924,10,5,6519,1921,
1616977204.388845,1616977204.395011,133,6.165981292724609,0,11,8923,10,5,6518,1921,
1616977204.397839,1616977204.403694,134,5.85484504699707,0,11,8926,10,5,6521,1921,
1616977204.407238,1616977204.41293,135,5.692005157470703,0,11,8925,10,5,6520,1921,
1616977204.416604,1616977204.423799,136,7.194995880126953,0,11,8923,10,5,6518,1921,
1616977204.42817,1616977204.434095,137,5.92494010925293,0,11,8927,10,5,6522,1921,
1616977204.437292,1616977204.44425,138,6.9580078125,0,11,8931,10,5,6526,1921,
1616977204.447824,1616977204.455099,139,7.275104522705078,0,11,8926,10,5,6521,1921,
1616977204.458612,1616977204.464975,140,6.363153457641602,0,11,8929,10,5,6524,1921,
1616977204.469065,1616977204.474776,141,5.711078643798828,0,11,8931,10,5,6526,1921,
1616977204.478556,1616977204.484319,142,5.763053894042969,0,11,8929,10,5,6524,1921,
1616977204.487681,1616977204.493136,143,5.45501708984375,0,11,8925,10,5,6520,1921,
1616977204.496905,1616977204.503467,144,6.561994552612305,0,11,8920,10,5,6515,1921,
1616977204.506873,1616977204.513192,145,6.3190460205078125,0,11,8924,10,5,6519,1921,
