Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
2787,25471.423864364624,40,33,15130,7,29,2882,10796,
2788,25495.71418762207,40,24,7554,7,20,3959,2539,
2789,306.31089210510254,40,20,6666,8,16,2884,2902,
2790,20.99013328552246,40,13,5398,8,9,2884,1942,
2791,49.41606521606445,40,14,6560,7,10,3961,1983,
2792,4.664897918701172,40,12,6388,8,8,3951,1909,
2793,266.33501052856445,40,15,5603,8,11,2886,2057,
2794,25449.32198524475,40,31,13971,8,27,3957,8650,
2795,297.7168560028076,40,15,5723,7,11,2892,2171,
2796,26972.951889038086,40,27,7908,8,23,3961,2759,
2797,25517.059803009033,40,34,13318,8,29,3041,8781,
2798,19.59705352783203,40,16,5793,7,12,2880,2209,
2799,25710.843801498413,40,35,13413,8,31,2890,8983,
2800,114.97616767883301,40,16,5957,8,11,3035,2218,
2801,26969.9649810791,40,26,7665,8,22,3962,2559,
2802,26993.571043014526,40,29,7103,7,24,3035,2792,
2803,306.43701553344727,40,15,5644,8,11,2890,2094,
2804,279.97303009033203,40,14,6554,8,10,3958,1980,
2805,25455.204010009766,40,35,14637,8,31,3952,9145,
2806,304.44979667663574,40,17,5786,8,13,2880,2158,
2807,569.5991516113281,40,17,5750,8,13,2891,2111,
2808,26981.450080871582,40,27,7899,8,23,3952,2759,
2809,26960.91604232788,40,35,8527,8,31,3956,3031,
2810,25459.288120269775,40,35,13453,8,31,2886,9027,
2811,263.4129524230957,40,12,6400,8,8,3957,1915,
2812,3.6449432373046875,40,11,6317,8,7,3956,1877,
2813,25509.534120559692,40,24,7551,7,20,3956,2539,
2814,49.21722412109375,40,14,6548,8,10,3952,1980,
2815,25510.099172592163,40,27,6757,7,23,2884,2685,
2816,26969.897985458374,40,26,7822,8,22,3952,2726,
2817,26954.32996749878,40,35,7619,7,31,2880,3199,
2818,25448.301076889038,40,31,13974,8,27,3960,8650,
2819,5.62286376953125,40,13,6481,7,9,3955,1954,
2820,26994.935035705566,40,30,7243,8,25,3049,2874,
2821,26950.174808502197,40,37,8661,7,33,3959,3074,
2822,5.5370330810546875,40,9,5999,7,5,3961,1642,
2823,3.2958984375,40,10,6070,8,6,3954,1676,
2824,338.6549949645996,40,17,5788,8,13,2881,2159,
2825,37.19806671142578,40,16,5794,7,12,2881,2209,
