Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
530,9.219169616699219,0,19,19245,18,5,16488,1921,
531,8.916854858398438,0,19,19243,18,5,16486,1921,
532,7.132053375244141,0,19,19238,18,5,16481,1921,
533,10.500192642211914,0,21,19429,20,5,16584,1921,
534,8.117914199829102,0,19,19246,18,5,16489,1921,
535,7.362842559814453,0,19,19242,18,5,16485,1921,
536,8.998870849609375,0,19,19247,18,5,16490,1921,
537,8.46409797668457,0,19,19245,18,5,16488,1921,
538,8.814811706542969,0,19,19246,18,5,16489,1921,
539,7.846832275390625,0,19,19247,18,5,16490,1921,
540,6.833076477050781,0,19,19242,18,5,16485,1921,
541,8.434057235717773,0,19,19243,18,5,16486,1921,
542,6.6471099853515625,0,19,19248,18,5,16491,1921,
543,8.313894271850586,0,19,19243,18,5,16486,1921,
544,8.349180221557617,0,21,19427,20,5,16582,1921,
545,8.466005325317383,0,19,19242,18,5,16485,1921,
546,7.581949234008789,0,19,19242,18,5,16485,1921,
547,7.781028747558594,0,21,19424,20,5,16579,1921,
548,8.796930313110352,0,19,19247,18,5,16490,1921,
549,9.399175643920898,0,19,19245,18,5,16488,1921,
550,8.266925811767578,0,19,19245,18,5,16488,1921,
551,8.087873458862305,0,19,19244,18,5,16487,1921,
552,8.919954299926758,0,21,19423,20,5,16578,1921,
553,8.84103775024414,0,19,19238,18,5,16481,1921,
554,8.11004638671875,0,19,19245,18,5,16488,1921,
555,8.968830108642578,0,19,19243,18,5,16486,1921,
556,8.302927017211914,0,19,19240,18,5,16483,1921,
557,9.585857391357422,0,19,19247,18,5,16490,1921,
558,9.433984756469727,0,19,19238,18,5,16481,1921,
559,8.126974105834961,0,19,19238,18,5,16481,1921,
560,7.742881774902344,0,19,19242,18,5,16485,1921,
561,8.46719741821289,0,19,19245,18,5,16488,1921,
562,8.67915153503418,0,19,19239,18,5,16482,1921,
563,8.086919784545898,0,19,19250,18,5,16493,1921,
564,7.210969924926758,0,19,19241,18,5,16484,1921,
565,8.960962295532227,0,19,19247,18,5,16490,1921,
566,7.935047149658203,0,19,19244,18,5,16487,1921,
567,10.893106460571289,0,19,19238,18,5,16481,1921,
568,8.851051330566406,0,21,19420,20,5,16575,1921,
569,9.242057800292969,0,19,19241,18,5,16484,1921,
570,8.406877517700195,0,21,19427,20,5,16582,1921,
571,6.966114044189453,0,19,19244,18,5,16487,1921,
572,7.874011993408203,0,19,19240,18,5,16483,1921,
573,9.183168411254883,0,19,19247,18,5,16490,1921,
574,7.713794708251953,0,19,19245,18,5,16488,1921,
575,9.210824966430664,0,19,19246,18,5,16489,1921,
576,9.162187576293945,0,19,19243,18,5,16486,1921,
577,7.721900939941406,0,19,19243,18,5,16486,1921,
578,7.886171340942383,0,21,19423,20,5,16578,1921,
579,9.093999862670898,0,19,19245,18,5,16488,1921,
580,8.405923843383789,0,19,19247,18,5,16490,1921,
581,8.857011795043945,0,19,19243,18,5,16486,1921,
582,7.102012634277344,0,19,19244,18,5,16487,1921,
583,8.638143539428711,0,19,19240,18,5,16483,1921,
584,7.763147354125977,0,19,19239,18,5,16482,1921,
585,8.877992630004883,0,19,19243,18,5,16486,1921,
586,9.088993072509766,0,19,19245,18,5,16488,1921,
587,8.76307487487793,0,19,19244,18,5,16487,1921,
588,7.398843765258789,0,19,19243,18,5,16486,1921,
589,7.175922393798828,0,19,19247,18,5,16490,1921,
590,8.898019790649414,0,19,19238,18,5,16481,1921,
591,9.855031967163086,0,19,19242,18,5,16485,1921,
592,12.009143829345703,0,19,19240,18,5,16483,1921,
593,9.711980819702148,0,21,19422,20,5,16577,1921,
594,8.215904235839844,0,19,19249,18,5,16492,1921,
595,7.833957672119141,0,19,19242,18,5,16485,1921,
596,8.78000259399414,0,19,19245,18,5,16488,1921,
597,8.899927139282227,0,21,19424,20,5,16579,1921,
598,7.629156112670898,0,21,19428,20,5,16583,1921,
599,9.084939956665039,0,21,19420,20,5,16575,1921,
600,8.371114730834961,0,19,19247,18,5,16490,1921,
